Show,Sentiment,Review
Severance,1,"Thought-provoking, thrilling, and impeccably well made, Severance is a remarkable achievement in long-form storytelling; a show so good that it reminded me of what I felt after watching Inception for the first time."
Severance,1,"A tone-blending speculative series in which nearly every element is all too relatable, whether that makes it funny or sad or straight-up horrifying."
Severance,1,"It moves so slowly that many viewers might be tempted to sever the relationship long before the end. I’d urge them to hang in there. The rewards do come, eventually, and they’re enough not only to justify staying to the end."
Severance,1,The way the show explores its core conceit with such detail and seriousness has helped it get off to a great start -- and made me realize that I should probably clock out on time more often.
Severance,1,"Compulsive on an episode-to-episode basis and unshakeable in between sittings, there are so many ideas swirling, so many pieces moving, it would be easy to overlook the immense lift needed to give the show its clarity."
Severance,1,"Although Severance impressively mixes thriller with horror and sci-fi, it never runs too far from the truth about everyones work/life balance. This show will make you reconsider how much of yourself and your personality youve given to a business."
Severance,0,Ben Stiller's horror series Severance asks interesting questions but gets lost in giving the answers.
Severance,1,The cast is absolutely cracker jack  and reason alone to watch the series  but combine that with the thrilling twists and narrative turns? This is a heck of a series.
Severance,1,Severance isn’t just one of the most tonally honest versions of office life; it’s an entirely new genre of corporate horror that’s a force unto itself.
Severance,1,"“Severance” spins its wheels some as it fleshes out the details of its world. But the payoff is considerable, and by the time the first season ends, it’s clear the series is playing a long game."
Severance,1,My only complaint is that I never wanted it to end.
Severance,1,"Surprising, invigorating, and thoughtfully designed, Severance is well worth the time investment."
Severance,1,"It’s an innovative premise that raises phenomenological, existential and ethical quandaries even in synopsis form."
Severance,1,The best way to describe... Severance is to imagine if Yargos Lanthimos were to helm an episode of Black Mirror in the style of The Office. This could well be one of the best shows of the year.
Severance,1,"With smart performances, an intriguing script, and buckets of style from Ben Stiller in pure thriller mode, it easily climbs up the list of Apple TV+’s best shows."
Severance,1,"""Severance"" is a show that gets more mysterious the more it reveals, and the last two episodes of the season had me so anxious that my dog started whining at me in concern."
Severance,1,Severance’s entire cast is a symphony without a single off-note.
Severance,1,Mixing the quirky workplace drudgery of The Office with the dystopian dread of 1984 ... Severance is simultaneously hilarious and terrifying.
Severance,1,"If you are like me, you are going to finish each episode with a lot of theories and even more questions. Severance is going to make you question your own work-life balance and keep you biting your nails until the very last scene."
Severance,1,"Stiller’s facility with tone, and the sheer oddity of innie life, makes the early chapters compelling even though very little happens at first."
Severance,1,"The most engrossing element of Severance is the many mysteries it presents, wrapped up in silent overarching questions of philosophy, morality, and free will versus choice."
Severance,1,"Eventually, Severance's central mystery picks up a bracing momentum, and the story delivers cloak-and-dagger intrigue and artful weirdness (what's the deal with that room full of baby goats?) as Mark's parallel lives career toward intersection."
Shining Girls,0,[An] intriguing but largely forgettable show.
Shining Girls,1,"Like any good crime thriller worth its salt, this latest effort starts with a fresh corpse and the hunt for a serial killer. But Shining Girls quickly separates itself from the pack, injecting some multiverse-inspired twists into its storytelling."
Shining Girls,1,"For all its flaws and messy experimentation, Shining Girls is a bold adaptation that revived an ancient anger in me that I’m deeply grateful for in 2022."
Shining Girls,1,"It’s an intriguing watch, and Moss’ patented, unglamorous intensity is rewarding."
Shining Girls,0,"To me this is contrived and exploitative. Also, I feel as though I’ve seen a lot of it before."
Shining Girls,1,"If you are coming into this series expecting something closer to Mindhunter, you may be disappointed. If you are prepared to follow an intricately plotted character study with some mind-bending multiversal elements, you are going to love this series."
Shining Girls,1,"There are two reasons to watch Shining Girls: it is based on the novel by South African author Lauren Beukes and it boasts incredibly intense and nuanced performances by Elisabeth Moss, Wagner Moura and Jamie Bell."
Shining Girls,1,"Due to the nature of episodic TV with so much time to fill, threads throughout this series become cumbersome and tiresome waiting for something to happen or to draw us back in. But the acting by Moss, Wagner and Bell will keep you in front of the screen."
